Meeting_ID,Topic,Scheduled_Start_Time,Zoom_Meeting_Start_Time,Zoom_Meeting_End_Time,Duration,Participants,Recording,Agenda_Link,Minutes_Link
912 8082 9232,"Monona Terrace Community & Convention Center Board Executive Subcommittee Meeting: June 26, 2020",,6/26/2020 8:17,10:55 AM,2:37:28,15,No,,
961 4137 7056,"Alder Work Group on MPD Oversight: Meeting of June 29, 2020",5:00:00 PM,6/29/2020 15:54,6:30 PM,2:36:21,22,Yes,https://madison.legistar.com/View.ashx?M=A&ID=795777&GUID=FAB35FB7-D781-44EC-83FC-8A3DA57F9744,https://madison.legistar.com/View.ashx?M=M&ID=795777&GUID=FAB35FB7-D781-44EC-83FC-8A3DA57F9744
912 9845 3483,"Plan Commission Meeting of June 29, 2020",5:30:00 PM,6/29/2020 16:17,12:29 AM(Next day),8:12:36,144,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724489&GUID=CD4468CD-1FCA-4E72-AC4D-5B7A6D249E1A,https://madison.legistar.com/View.ashx?M=M&ID=724489&GUID=CD4468CD-1FCA-4E72-AC4D-5B7A6D249E1A
926 6967 3502,Equal Opportunities Commission Executive Committee Meeting,,6/29/2020 17:00,5:30 PM,0:30:36,22,Yes,,
976 1139 2794,Task Force on Golf in Madison Parks,6:00:00 PM,6/29/2020 17:46,8:05 PM,2:19:14,57,Yes,https://madison.legistar.com/View.ashx?M=A&ID=786541&GUID=190EC167-BC4A-4E4E-96FF-D6AC85D5135E,https://madison.legistar.com/View.ashx?M=M&ID=786541&GUID=190EC167-BC4A-4E4E-96FF-D6AC85D5135E
970 1686 4658,"Monona Terrace Community & Convention Center Board Executive Subcommittee Meeting: June 30, 2020",,6/30/2020 7:28,8:58 AM,1:29:45,11,No,,
967 6975 4334,"Madison Food Policy Council - Food Relief Work Group: Meeting of June 30, 2020",,6/30/2020 10:27,12:00 PM,1:32:30,22,No,,
973 2401 8937,"Downtown Coordinating Committee: Meeting of June 30, 2020",4:00:00 PM,6/30/2020 15:09,6:32 PM,3:22:49,18,Yes,https://madison.legistar.com/View.ashx?M=A&ID=722828&GUID=568C39FA-6B1F-4577-AFCF-0C4A986E8DF3,https://madison.legistar.com/View.ashx?M=M&ID=722828&GUID=568C39FA-6B1F-4577-AFCF-0C4A986E8DF3
912 0543 6816,"Landlord and Tenant Issues Committee: Meeting of June 30, 2020",4:30:00 PM,6/30/2020 16:17,6:02 PM,1:44:50,20,No,https://madison.legistar.com/View.ashx?M=A&ID=773238&GUID=DEC9EADD-AF31-46B0-A706-569CF1D067C7,https://madison.legistar.com/View.ashx?M=M&ID=773238&GUID=DEC9EADD-AF31-46B0-A706-569CF1D067C7
995 8304 5897,"Madison Food Policy Council - Food Sovereignty and Urban Agriculture Work Group: Meeting of July 1, 2020",,7/1/2020 12:59,2:32 PM,1:32:59,27,No,,
991 5555 9377,"Urban Design Commission: Meeting of July 1, 2020",4:30:00 PM,7/1/2020 15:29,01:36 AM(Next day),10:06:54,233,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724460&GUID=B6693EE9-4D44-4DC0-9A98-AE613DA9B51D,https://madison.legistar.com/View.ashx?M=M&ID=724460&GUID=B6693EE9-4D44-4DC0-9A98-AE613DA9B51D
966 2828 3100,"Madison Area Transportation Planning Board:  Meeting of July 1, 2020",,7/1/2020 18:09,9:07 PM,2:57:47,41,Yes,,
931 4857 1615,"PSRC Subcommittee Budget Workgroup: Meeting of July 2, 2020",,7/2/2020 9:44,11:31 AM,1:47:15,15,Yes,,
991 2633 6632,"Body-Worn Camera Feasibility Review Committee: Meeting of July 2, 2020",5:30:00 PM,7/2/2020 16:12,7:12 PM,2:59:20,19,Yes,https://madison.legistar.com/View.ashx?M=A&ID=795997&GUID=4F09F194-D7F2-48BF-9B9A-99732080095B,https://madison.legistar.com/View.ashx?M=M&ID=795997&GUID=4F09F194-D7F2-48BF-9B9A-99732080095B
916 1123 7662,"Madison Public Library Board: Meeting of July 2, 2020",5:00:00 PM,7/2/2020 16:55,9:02 PM,4:07:08,208,No,https://madison.legistar.com/View.ashx?M=A&ID=721766&GUID=830BF876-C505-45FB-90E0-AFC4E09CAD7C,https://madison.legistar.com/View.ashx?M=M&ID=721766&GUID=830BF876-C505-45FB-90E0-AFC4E09CAD7C
948 7560 8662,"Affirmative Action Commission: Meeting of July 2, 2020",5:30:00 PM,7/2/2020 17:14,7:25 PM,2:10:58,25,No,https://madison.legistar.com/View.ashx?M=A&ID=736872&GUID=9B2EC2F1-10E2-4890-8DEC-B8BCC1944374,https://madison.legistar.com/View.ashx?M=M&ID=736872&GUID=9B2EC2F1-10E2-4890-8DEC-B8BCC1944374
917 2695 4899,"Alder Workgroup to Develop Logistics & Operational Details for MPD Independent Civilian Oversight: Meeting of July 3rd, 2020",12:00:00 PM,7/3/2020 11:39,1:39 PM,1:59:48,44,Yes,https://madison.legistar.com/View.ashx?M=A&ID=795996&GUID=A39748A1-3975-462A-A601-29B3FF3D36B2,https://madison.legistar.com/View.ashx?M=M&ID=795996&GUID=A39748A1-3975-462A-A601-29B3FF3D36B2
925 5988 7137,"Board of Building Code, Fire Code, Conveyance Code and Licensing Appeals: Meeting of July 6, 2020",12:30:00 PM,7/6/2020 12:22,1:31 PM,1:08:27,32,Yes,https://madison.legistar.com/View.ashx?M=A&ID=796408&GUID=733AF8FF-B928-48D3-A0AD-D1B174493D27,https://madison.legistar.com/View.ashx?M=M&ID=796408&GUID=733AF8FF-B928-48D3-A0AD-D1B174493D27
939 9858 4925,"Transportation Policy & Planning Board Meeting of July 6, 2020",5:00:00 PM,7/6/2020 15:59,7:40 PM,3:41:25,34,Yes,https://madison.legistar.com/View.ashx?M=A&ID=749830&GUID=803A4145-E9F7-41C2-AA03-269ACF4CF253,https://madison.legistar.com/View.ashx?M=M&ID=749830&GUID=803A4145-E9F7-41C2-AA03-269ACF4CF253
910 5742 1546,"PSRC Workgroup on Madison Police Department Policies: Meeting of July 7, 2020",,7/7/2020 10:41,12:39 PM,1:57:53,17,Yes,,
933 5373 5017,"Room Tax Commission Meeting of July 7, 2020",4:00:00 PM,7/7/2020 14:29,5:06 PM,2:36:33,35,Yes,https://madison.legistar.com/View.ashx?M=A&ID=793802&GUID=09646545-B09B-482D-A5D1-F11601D0656C,
989 5726 9347,"Madison Food Policy Council - Food Recovery and Resilience Work Group: Meeting of July 7, 2020",,7/7/2020 15:56,5:30 PM,1:34:27,18,No,,
977 5910 9709,"Madison Arts Commission: Meeting of July 7, 2020",6:00:00 PM,7/7/2020 17:40,7:54 PM,2:13:49,47,No,https://madison.legistar.com/View.ashx?M=A&ID=747086&GUID=7946FBDC-8663-481D-9052-2ACA32BD804D,https://madison.legistar.com/View.ashx?M=M&ID=747086&GUID=7946FBDC-8663-481D-9052-2ACA32BD804D
926 6538 2299,"Board of Public Works: Meeting of July 8, 2020",4:30:00 PM,7/8/2020 15:30,5:54 PM,2:24:41,41,Yes,https://madison.legistar.com/View.ashx?M=A&ID=718262&GUID=93425397-86DB-488D-BA56-85A23D2833D2,https://madison.legistar.com/View.ashx?M=M&ID=718262&GUID=93425397-86DB-488D-BA56-85A23D2833D2
985 9127 9660,"Public Safety Review Committee: Meeting of July 8, 2020",5:00:00 PM,7/8/2020 16:17,7:46 PM,3:28:31,23,Yes,https://madison.legistar.com/View.ashx?M=A&ID=726591&GUID=BBE03B4E-C319-4F4D-8030-6756798E23BE,https://madison.legistar.com/View.ashx?M=M&ID=726591&GUID=BBE03B4E-C319-4F4D-8030-6756798E23BE
911 1158 2783,"Alder Workgroup to Develop Logistics & Operational Details for MPD Independent Civilian Oversight: Meeting of July 8th, 2020",5:30:00 PM,7/8/2020 17:01,8:11 PM,3:09:34,42,Yes,https://madison.legistar.com/View.ashx?M=A&ID=796553&GUID=5E55D7CB-B852-4989-A026-0CC10D489366,https://madison.legistar.com/View.ashx?M=M&ID=796553&GUID=5E55D7CB-B852-4989-A026-0CC10D489366
973 3618 9807,"Madison Food Policy Council: Meeting of July 8, 2020",5:30:00 PM,7/8/2020 17:27,7:49 PM,2:22:36,82,No,https://madison.legistar.com/View.ashx?M=A&ID=791220&GUID=3BE523CF-C190-4EE3-8ACD-1A79FF812CBC,https://madison.legistar.com/View.ashx?M=M&ID=791220&GUID=3BE523CF-C190-4EE3-8ACD-1A79FF812CBC
941 0083 3268,"Board of Park Commissioners:  Meeting of July 8, 2020",6:30:00 PM,7/8/2020 17:52,9:14 PM,3:22:40,40,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724813&GUID=13084486-FB99-4C86-885F-0D6FB1327CCE,https://madison.legistar.com/View.ashx?M=M&ID=724813&GUID=13084486-FB99-4C86-885F-0D6FB1327CCE
983 7538 6973,"President's Work Group on Council Communication Tools & Processes: Meeting of July 9, 2020",12:00:00 PM,7/9/2020 11:47,1:51 PM,2:03:18,20,No,https://madison.legistar.com/View.ashx?M=A&ID=794971&GUID=41B68BC4-BC95-4ED5-9DA1-F9A2B92986F8,https://madison.legistar.com/View.ashx?M=M&ID=794971&GUID=41B68BC4-BC95-4ED5-9DA1-F9A2B92986F8
999 0038 9670,"Community Development Authority Board: Meeting of July 9, 2020",4:00:00 PM,7/9/2020 15:35,4:48 PM,1:12:32,32,No,https://madison.legistar.com/View.ashx?M=A&ID=743429&GUID=3643EE12-16A1-4A41-992F-E31746613384,https://madison.legistar.com/View.ashx?M=M&ID=743429&GUID=3643EE12-16A1-4A41-992F-E31746613384
916 4055 1885,"Madison Public Library Board: Special Meeting of July 9, 2020",5:00:00 PM,7/9/2020 16:29,8:00 PM,3:30:37,255,Yes,https://madison.legistar.com/View.ashx?M=A&ID=796560&GUID=758F53AE-D432-4F05-9EF8-6C7ABB49782C,https://madison.legistar.com/View.ashx?M=M&ID=796560&GUID=758F53AE-D432-4F05-9EF8-6C7ABB49782C
970 1293 5691,"Equal Opportunities Commission: Meeting of July 9, 2020",5:00:00 PM,7/9/2020 16:33,7:51 PM,3:17:44,48,Yes,https://madison.legistar.com/View.ashx?M=A&ID=795594&GUID=E7F04D2A-CF87-47E4-832F-39B55EAA05FD,https://madison.legistar.com/View.ashx?M=M&ID=795594&GUID=E7F04D2A-CF87-47E4-832F-39B55EAA05FD
982 6022 6371,"Ad Hoc Task Force on the Structure of City Government (TFOGS) Final Report Implementation Work Group: Meeting of July 10, 2020",3:15:00 PM,7/10/2020 14:59,4:37 PM,1:38:35,21,Yes,https://madison.legistar.com/View.ashx?M=A&ID=796555&GUID=A8AAD2AB-082A-4C08-A054-6994CC7DF5FF,https://madison.legistar.com/View.ashx?M=M&ID=796555&GUID=A8AAD2AB-082A-4C08-A054-6994CC7DF5FF
964 5637 3361,"Alder Workgroup to Develop Logistics and Operational Details for MPD Independent Civilian Oversight: Meeting of July 11, 2020",8:30:00 AM,7/11/2020 8:05,10:53 AM,2:47:47,47,Yes,https://madison.legistar.com/View.ashx?M=A&ID=796554&GUID=E3F362CD-6B7E-407B-BDFC-102E5BCC3B7C,https://madison.legistar.com/View.ashx?M=M&ID=796554&GUID=E3F362CD-6B7E-407B-BDFC-102E5BCC3B7C
937 7195 3630,"TC Agenda Setting: Meeting of July 13, 2020",,7/13/2020 13:55,3:09 PM,1:14:30,9,No,,
932 9604 2201,"Landmarks Commission: Meeting of July 13, 2020",5:00:00 PM,7/13/2020 16:02,7:52 PM,3:50:03,82,Yes,https://madison.legistar.com/View.ashx?M=A&ID=721069&GUID=341B249C-24B2-4BFD-BE90-EDDA61DE39F3,https://madison.legistar.com/View.ashx?M=M&ID=721069&GUID=341B249C-24B2-4BFD-BE90-EDDA61DE39F3
987 5854 8236,"Plan Commission Meeting of July 13, 2020",5:30:00 PM,7/13/2020 16:40,10:56 PM,6:15:30,117,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724490&GUID=53A818DF-2574-47CF-82D4-3543B4F4350B,https://madison.legistar.com/View.ashx?M=M&ID=724490&GUID=53A818DF-2574-47CF-82D4-3543B4F4350B
990 1241 5336,"Alder Workgroup to Develop Logistics and Operational Details for MPD Independent Civilian Oversight: Meeting of July 13, 2020",6:30:00 PM,7/13/2020 18:18,9:02 PM,2:43:52,67,Yes,https://madison.legistar.com/View.ashx?M=A&ID=796973&GUID=170EE458-EC42-4346-AB86-931E9E5C3E3D,https://madison.legistar.com/View.ashx?M=M&ID=796973&GUID=170EE458-EC42-4346-AB86-931E9E5C3E3D
986 0935 4663,City-Wide Violence Meeting,,7/14/2020 9:17,10:28 AM,1:11:01,19,No,,
976 5585 4386,"Common Council Executive Committee: Meeting of July 14, 2020",4:30:00 PM,7/14/2020 15:32,5:24 PM,1:51:50,40,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724053&GUID=4732DE95-728B-4006-A0B2-9BE2009803CE,https://madison.legistar.com/View.ashx?M=M&ID=724053&GUID=4732DE95-728B-4006-A0B2-9BE2009803CE
923 0770 4452,"Common Council: Meeting of July 14, 2020",6:30:00 PM,7/14/2020 17:22,10:32 PM,5:09:50,111,Yes,https://madison.legistar.com/View.ashx?M=A&ID=715272&GUID=087DBBEB-9AD3-4605-897F-E31CA96F0C5B,https://madison.legistar.com/View.ashx?M=M&ID=715272&GUID=087DBBEB-9AD3-4605-897F-E31CA96F0C5B
982 5740 5761,"PSRC - Budget Subcommittee: Meeting of July 15, 2020",,7/15/2020 10:42,12:59 PM,2:17:16,20,Yes,,
995 6622 1017,"Transportation Policy & Planning Board Meeting of July 15, 2020",5:00:00 PM,7/15/2020 16:07,7:29 PM,3:21:16,24,Yes,https://madison.legistar.com/View.ashx?M=A&ID=749831&GUID=96A0D07E-67EF-4BB3-84F6-D754645B3A0E,https://madison.legistar.com/View.ashx?M=M&ID=749831&GUID=96A0D07E-67EF-4BB3-84F6-D754645B3A0E
973 1075 5470,"Alcohol License Review Committee: Meeting of July 15, 2020",5:30:00 PM,7/15/2020 16:17,9:16 PM,4:58:50,61,Yes,https://madison.legistar.com/View.ashx?M=A&ID=715294&GUID=3CAEF31F-7BCC-4E44-BA5C-F122380D920C,https://madison.legistar.com/View.ashx?M=M&ID=715294&GUID=3CAEF31F-7BCC-4E44-BA5C-F122380D920C
988 5318 1950,"Task Force on Municipal Golf in Madison Parks: Meeting of July 15, 2020 ",6:00:00 PM,7/15/2020 17:32,8:46 PM,3:13:17,109,Yes,https://madison.legistar.com/View.ashx?M=A&ID=795072&GUID=FD956891-21DB-4718-961C-739D9A92714A,https://madison.legistar.com/View.ashx?M=M&ID=795072&GUID=FD956891-21DB-4718-961C-739D9A92714A
993 3085 3329,"PSRC Subcommittee on Madison Police Department Policies: Meeting of July 15, 2020",,7/15/2020 17:42,8:13 PM,2:31:15,75,Yes,,
936 9241 7607,"President's Work Group on Council Communication Tools & Processes: Meeting of July 16, 2020",,7/16/2020 11:44,1:46 PM,2:01:48,23,No,,
995 4742 5741,"Monona Terrace Community & Convention Center Board Finance Subcommittee: Meeting of July 16, 2020",,7/16/2020 14:32,3:51 PM,1:19:01,19,No,,
983 8623 8644,"Monona Terrace Community & Convention Center Board: Meeting of July 16, 2020",4:00:00 PM,7/16/2020 15:53,5:17 PM,1:24:07,35,Yes,https://madison.legistar.com/View.ashx?M=A&ID=742254&GUID=7F9A9E72-CF9A-412D-98FB-15CA65A23D7C,https://madison.legistar.com/View.ashx?M=M&ID=742254&GUID=7F9A9E72-CF9A-412D-98FB-15CA65A23D7C
973 9437 3698,"CDBG Committee: Meeting of July 16, 2020",5:30:00 PM,7/16/2020 16:36,8:01 PM,3:24:20,35,No,https://madison.legistar.com/View.ashx?M=A&ID=737931&GUID=F2020396-E9A2-4480-A236-13518E7158D7,https://madison.legistar.com/View.ashx?M=M&ID=737931&GUID=F2020396-E9A2-4480-A236-13518E7158D7
989 5389 2334,"Traffic Calming Subcommittee: Meeting of July 16, 2020",,7/16/2020 16:43,6:08 PM,1:25:15,26,Yes,,
981 5935 7182,"Body-Worn Camera Feasibility Review Committee: Meeting of July 16, 2020",5:30:00 PM,7/16/2020 17:06,7:30 PM,2:23:38,35,Yes,https://madison.legistar.com/View.ashx?M=A&ID=796978&GUID=9B49CB0F-65D6-4D70-A57F-7067319C6439,https://madison.legistar.com/View.ashx?M=M&ID=796978&GUID=9B49CB0F-65D6-4D70-A57F-7067319C6439
966 3015 2015,"Finance Committee: Meeting of July 20, 2020",4:30:00 PM,7/20/2020 15:31,8:06 PM,4:35:05,75,Yes,https://madison.legistar.com/View.ashx?M=A&ID=726498&GUID=43766632-BA0A-4AAB-9854-B015D2A4A735,https://madison.legistar.com/View.ashx?M=M&ID=726498&GUID=43766632-BA0A-4AAB-9854-B015D2A4A735
937 8710 5517,"Board of Building Code, Fire Code, Conveyance Code and Licensing Appeals: Meeting of July 21, 2020 ",12:15:00 PM,7/21/2020 12:18,12:58 PM,0:39:57,30,Yes,https://madison.legistar.com/View.ashx?M=A&ID=749322&GUID=EA4383F7-F3FC-42F6-A3F8-B4AF7C05FA7F,https://madison.legistar.com/View.ashx?M=M&ID=749322&GUID=EA4383F7-F3FC-42F6-A3F8-B4AF7C05FA7F
932 3090 7768,"Common Council Executive Committee: Meeting of July 21, 2020",4:30:00 PM,7/21/2020 15:29,5:34 PM,2:04:19,23,Yes,https://madison.legistar.com/View.ashx?M=A&ID=797783&GUID=6B87DE43-EB66-469B-8ADB-A00827585913,https://madison.legistar.com/View.ashx?M=M&ID=797783&GUID=6B87DE43-EB66-469B-8ADB-A00827585913
974 8378 7592,"Common Council: Meeting of July 21, 2020",6:30:00 PM,7/21/2020 17:28,02:21 AM(Next day),8:53:05,195,Yes,https://madison.legistar.com/View.ashx?M=A&ID=715273&GUID=DB3C6CFB-A210-4C42-B1C6-243ED90E28B1,https://madison.legistar.com/View.ashx?M=M&ID=715273&GUID=DB3C6CFB-A210-4C42-B1C6-243ED90E28B1
932 6441 2313,"Personnel Board: Meeting of July 22, 2020",3:30:00 PM,7/22/2020 15:08,4:43 PM,1:34:22,60,No,https://madison.legistar.com/View.ashx?M=A&ID=754443&GUID=50B77E25-1B47-4DB3-A42E-6F6BE41E8A92,https://madison.legistar.com/View.ashx?M=M&ID=754443&GUID=50B77E25-1B47-4DB3-A42E-6F6BE41E8A92
965 9829 7217,"Board of Public Works: Meeting of July 22, 2020",4:30:00 PM,7/22/2020 15:29,5:33 PM,2:03:47,30,Yes,https://madison.legistar.com/View.ashx?M=A&ID=718263&GUID=E7F35CB3-961F-4BBE-AEC0-B4C1F5460C35,https://madison.legistar.com/View.ashx?M=M&ID=718263&GUID=E7F35CB3-961F-4BBE-AEC0-B4C1F5460C35
918 6671 3991,"Transportation Commission: Meeting of July 22, 2020",5:00:00 PM,7/22/2020 16:01,9:25 PM,5:24:36,60,Yes,https://madison.legistar.com/View.ashx?M=A&ID=739141&GUID=F4554A3E-FC89-4C6D-9DFE-0BED51CEA76A,https://madison.legistar.com/View.ashx?M=M&ID=739141&GUID=F4554A3E-FC89-4C6D-9DFE-0BED51CEA76A
994 4000 1367,"President's Work Group on Council Communication Tools & Processes: Meeting of July 23, 2020",12:00:00 PM,7/23/2020 11:39,2:04 PM,2:24:45,16,No,https://madison.legistar.com/View.ashx?M=A&ID=794973&GUID=4419FFBF-1002-4CDB-B799-A444E6666E7F,https://madison.legistar.com/View.ashx?M=M&ID=794973&GUID=4419FFBF-1002-4CDB-B799-A444E6666E7F
918 4519 8272,"Madison Food Policy Council - Pandemic Food Access Work Group: Meeting of July 23, 2020",,7/23/2020 12:28,1:51 PM,1:23:03,14,No,,
977 3088 2043,"Housing Strategy Committee: Meeting of July 23, 2020",4:30:00 PM,7/23/2020 15:22,6:24 PM,3:02:01,35,No,https://madison.legistar.com/View.ashx?M=A&ID=798128&GUID=26211B73-BFEC-483D-BD1E-B7542E64B62C,https://madison.legistar.com/View.ashx?M=M&ID=798128&GUID=26211B73-BFEC-483D-BD1E-B7542E64B62C
918 5806 3820,"Alder Workgroup to Develop Logistical and Operational Details for MPD Independent Civilian Oversight: Meeting of July 23, 2020",5:00:00 PM,7/23/2020 16:32,8:13 PM,3:40:40,56,Yes,https://madison.legistar.com/View.ashx?M=A&ID=796974&GUID=005E0FD6-A2FF-4E72-A599-0E650A12B575,https://madison.legistar.com/View.ashx?M=M&ID=796974&GUID=005E0FD6-A2FF-4E72-A599-0E650A12B575
948 9868 2730,"Task Force on Municipal Golf in Madison Parks: Meeting of July 23, 2020",6:00:00 PM,7/23/2020 17:39,9:11 PM,3:32:00,78,Yes,https://madison.legistar.com/View.ashx?M=A&ID=797919&GUID=1C52CF36-1F3B-4BB3-9A4F-E954ACD8D49E,https://madison.legistar.com/View.ashx?M=M&ID=797919&GUID=1C52CF36-1F3B-4BB3-9A4F-E954ACD8D49E
999 8685 3080,"Ad Hoc Task Force on the Structure of City Government (TFOGS) Final Report Implementation Work Group: Meeting of July 24, 2020",3:15:00 PM,7/24/2020 14:55,5:00 PM,2:05:29,21,Yes,https://madison.legistar.com/View.ashx?M=A&ID=796977&GUID=923C7D3D-D33B-49B3-B240-C11C41C72F0F,https://madison.legistar.com/View.ashx?M=M&ID=796977&GUID=923C7D3D-D33B-49B3-B240-C11C41C72F0F
948 2012 0634,"Alder Workgroup to Develop Logistical and Operational Details for MPD Independent Civilian Oversight: Meeting of July 27, 2020",12:30:00 PM,7/27/2020 11:54,2:26 PM,2:31:37,56,Yes,https://madison.legistar.com/View.ashx?M=A&ID=796975&GUID=BE542EB0-723A-41CC-AEE0-151798AA001F,https://madison.legistar.com/View.ashx?M=M&ID=796975&GUID=BE542EB0-723A-41CC-AEE0-151798AA001F
915 2619 5867,"Finance Committee: Meeting of July 27, 2020",4:30:00 PM,7/27/2020 15:28,5:38 PM,2:09:48,50,Yes,https://madison.legistar.com/View.ashx?M=A&ID=726508&GUID=49AAC152-C1E5-4EAC-8AE3-8E934F487555,https://madison.legistar.com/View.ashx?M=M&ID=726508&GUID=49AAC152-C1E5-4EAC-8AE3-8E934F487555
925 7329 5120,"Sustainable Madison Committee: Meeting of July 27, 2020",4:30:00 PM,7/27/2020 16:13,7:00 PM,2:46:14,28,No,https://madison.legistar.com/View.ashx?M=A&ID=649137&GUID=F00B12ED-1E27-4F3C-958D-735F9DED174E,https://madison.legistar.com/View.ashx?M=M&ID=649137&GUID=F00B12ED-1E27-4F3C-958D-735F9DED174E
948 3124 2864,"Plan Commission: Meeting of July 27, 2020",5:30:00 PM,7/27/2020 16:33,11:11 PM,6:38:14,95,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724491&GUID=8EE66FD0-94CC-4D87-A9F1-FD2303FD4D09,https://madison.legistar.com/View.ashx?M=M&ID=724491&GUID=8EE66FD0-94CC-4D87-A9F1-FD2303FD4D09
912 8792 1449,"Water Utility Board:  Meeting of July 28, 2020",4:30:00 PM,7/28/2020 16:04,6:32 PM,2:28:03,27,Yes,https://madison.legistar.com/View.ashx?M=A&ID=721270&GUID=1280D508-FB49-449B-9592-325790DE9D4E,https://madison.legistar.com/View.ashx?M=M&ID=721270&GUID=1280D508-FB49-449B-9592-325790DE9D4E
945 8822 7379,"Public Safety Review Committee Policy Subcommittee: Meeting of July 28, 2020",,7/28/2020 17:39,7:28 PM,1:49:34,17,Yes,,
993 8795 0288,"Food Systems Recovery and Resilience Work Group: Meeting of July 29, 2020",,7/29/2020 15:29,5:05 PM,1:36:15,25,No,,
961 4325 3146,"Urban Design Commission: Meeting of July 29, 2020",4:30:00 PM,7/29/2020 15:34,8:27 PM,4:53:04,74,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724462&GUID=100E90A2-F8E9-4FA0-BAA8-9EBB822DC561,
930 2908 4867,"Alder Workgroup to Develop the Logistical and Operational Details for MPD Independent Civilian Oversight: Meeting of July 29, 2020",5:00:00 PM,7/29/2020 16:18,9:09 PM,4:50:53,70,Yes,https://madison.legistar.com/View.ashx?M=A&ID=796976&GUID=CB6F58A6-0234-4E84-972E-6B6A06BA5211,https://madison.legistar.com/View.ashx?M=M&ID=796976&GUID=CB6F58A6-0234-4E84-972E-6B6A06BA5211
985 3441 0747,"MLK Commission: Meeting of July 29, 2020",5:30:00 PM,7/29/2020 17:07,7:00 PM,1:52:57,25,Yes,https://madison.legistar.com/View.ashx?M=A&ID=798985&GUID=74401071-5B03-435D-B8F6-4653AD8EA87D,https://madison.legistar.com/View.ashx?M=M&ID=798985&GUID=74401071-5B03-435D-B8F6-4653AD8EA87D
934 9101 4777,"Public Safety Review Committee Budget Subcommittee: Meeting of July 29, 2020",,7/29/2020 17:46,8:17 PM,2:30:50,21,Yes,,
985 6384 8547,"Plan Commission: Meeting of July 30, 2020",5:00:00 PM,7/30/2020 15:58,8:06 PM,4:08:29,54,Yes,https://madison.legistar.com/View.ashx?M=A&ID=797916&GUID=EE58E488-3931-4E68-A3B2-FA2DD4378BE4,https://madison.legistar.com/View.ashx?M=M&ID=797916&GUID=EE58E488-3931-4E68-A3B2-FA2DD4378BE4
998 8578 7121,"Body-Worn Camera Feasibility Review Committee: Meeting of July 30, 2020",5:30:00 PM,7/30/2020 17:06,7:35 PM,2:28:11,23,Yes,https://madison.legistar.com/View.ashx?M=A&ID=796979&GUID=BD78B970-D388-4193-AD34-B91945B7F89B,https://madison.legistar.com/View.ashx?M=M&ID=796979&GUID=BD78B970-D388-4193-AD34-B91945B7F89B
949 7219 5424,"Task Force on Municipal Golf in Madison Parks: Meeting of July 30, 2020",6:00:00 PM,7/30/2020 17:35,8:24 PM,2:49:27,81,Yes,https://madison.legistar.com/View.ashx?M=A&ID=797920&GUID=527BF095-EBE4-4884-8CD8-762AA393A49C,https://madison.legistar.com/View.ashx?M=M&ID=797920&GUID=527BF095-EBE4-4884-8CD8-762AA393A49C
917 3277 2846,"Deferred Compensation Committee Lincoln/ABG Semi-Annual Review: Meeting of July 31, 2020",1:30:00 PM,7/31/2020 12:59,2:50 PM,1:50:47,35,No,https://madison.legistar.com/View.ashx?M=A&ID=799345&GUID=9DA8DBF9-7670-4564-894C-9B7AA1DC743A,
