Meeting_ID,Topic,Scheduled_Start_Time,Zoom_Meeting_Start_Time,Zoom_Meeting_End_Time,Duration,Participants,Recording,Agenda_Link,Minutes_Link,Start_Date,Start_Time,Meeting_Duration,Committee
972 6501 2450,President's Work Group on Council Communication Tools & Processes,12:00:00 PM,2020-06-11 11:38:00,2020-06-11 14:01:00,2:22:56,19,No,https://madison.legistar.com/View.ashx?M=A&ID=791377&GUID=B097D860-95A0-4576-BE4E-002CB5DCC44E,https://madison.legistar.com/View.ashx?M=M&ID=791377&GUID=B097D860-95A0-4576-BE4E-002CB5DCC44E,6/11/2020,11:38,0 days 02:23:00.000000000,President's Work Group on Council Communication Tools & Processes
937 1066 4876,"CDA Board: Meeting of June 11, 2020",4:30:00 PM,2020-06-11 16:22:00,2020-06-11 17:10:00,0:47:49,30,Yes,https://madison.legistar.com/View.ashx?M=A&ID=743428&GUID=65EB7DC4-3193-493D-B714-7E7F5465ADD7,https://madison.legistar.com/View.ashx?M=M&ID=743428&GUID=65EB7DC4-3193-493D-B714-7E7F5465ADD7,6/11/2020,16:22,0 days 00:48:00.000000000,CDA Board
997 5865 3044,Equal Opportunities Commission ,5:00:00 PM,2020-06-11 16:40:00,2020-06-11 20:17:00,3:36:54,38,Yes,https://madison.legistar.com/View.ashx?M=A&ID=769598&GUID=D56D5F76-9F61-4028-8A49-1D25048DCA96,,6/11/2020,16:40,0 days 03:37:00.000000000,Equal Opportunities Commission
973 8980 2291,"Common Council Executive Committee Meeting of June 11, 2020",6:30:00 PM,2020-06-11 17:23:00,2020-06-11 19:27:00,2:03:38,31,Yes,https://madison.legistar.com/View.ashx?M=A&ID=791869&GUID=6E09C313-240C-493D-8193-D545F46D1CF7,https://madison.legistar.com/View.ashx?M=M&ID=791869&GUID=6E09C313-240C-493D-8193-D545F46D1CF7,6/11/2020,17:23,0 days 02:04:00.000000000,Common Council Executive Committee
919 6166 1744,"Transportation Policy and Planning Board : Meeting of June 15, 2020",5:00:00 PM,2020-06-15 16:00:00,2020-06-15 20:08:00,4:08:02,37,Yes,https://madison.legistar.com/View.ashx?M=A&ID=749829&GUID=FE2DDF81-7AA6-411D-8AF8-D225E6130EA0,https://madison.legistar.com/View.ashx?M=M&ID=749829&GUID=FE2DDF81-7AA6-411D-8AF8-D225E6130EA0,6/15/2020,16:00,0 days 04:08:00.000000000,Transportation Policy and Planning Board
946 7187 1095,"BOARD OF BUILDING CODE, FIRE CODE, CONVEYANCE CODE AND LICENSING APPEALS: JUNE 16, 2020",12:15:00 PM,2020-06-16 12:09:00,2020-06-16 12:46:00,0:36:12,27,No,https://madison.legistar.com/View.ashx?M=A&ID=749321&GUID=96C82C24-DAF3-4D94-AFD5-5EB4CE4E5B01,https://madison.legistar.com/View.ashx?M=M&ID=749321&GUID=96C82C24-DAF3-4D94-AFD5-5EB4CE4E5B01,6/16/2020,12:09,0 days 00:37:00.000000000,"Board of Building Code, Fire Code, Conveyance Code and Licensing Appeals"
970 0941 5233,"Common Council Executive Committee: Meeting of June 16, 2020",4:30:00 PM,2020-06-16 15:36:00,2020-06-16 17:20:00,1:43:52,38,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724052&GUID=A7A835BB-861D-4ED0-89CD-2A48AFD813D4,https://madison.legistar.com/View.ashx?M=M&ID=724052&GUID=A7A835BB-861D-4ED0-89CD-2A48AFD813D4,6/16/2020,15:36,0 days 01:44:00.000000000,Common Council Executive Committee
953 0231 4913,"Common Council: Meeting of June 16, 2020",6:30:00 PM,2020-06-16 17:03:00,2020-06-16 22:10:00,5:06:44,147,Yes,https://madison.legistar.com/View.ashx?M=A&ID=715271&GUID=590D1D26-B84A-4840-9B34-310F47CC9B9A,https://madison.legistar.com/View.ashx?M=M&ID=715271&GUID=590D1D26-B84A-4840-9B34-310F47CC9B9A,6/16/2020,17:03,0 days 05:07:00.000000000,Common Council Executive Committee
942 8840 9686,"Board of Public Works: Meeting of June 17, 2020",4:30:00 PM,2020-06-17 15:21:00,2020-06-17 18:11:00,2:50:20,30,Yes,https://madison.legistar.com/View.ashx?M=A&ID=718261&GUID=7B56AB82-2FE8-456D-85DF-270A1D090C2B,https://madison.legistar.com/View.ashx?M=M&ID=718261&GUID=7B56AB82-2FE8-456D-85DF-270A1D090C2B,6/17/2020,15:21,0 days 02:50:00.000000000,Board of Public Works
963 1482 8065,"Economic Development Committee: Meeting of June 17, 2020",5:00:00 PM,2020-06-17 16:29:00,2020-06-17 19:24:00,2:55:17,44,No,https://madison.legistar.com/View.ashx?M=A&ID=763957&GUID=4D61E4F5-AF3B-404F-9347-6119CB058764,https://madison.legistar.com/View.ashx?M=M&ID=763957&GUID=4D61E4F5-AF3B-404F-9347-6119CB058764,6/17/2020,16:29,0 days 02:55:00.000000000,Economic Development Committee
933 0048 5844,"Alcohol License Review Committee: Meeting of June 17, 2020",5:30:00 PM,2020-06-17 16:30:00,2020-06-18 00:20:00,7:49:45,103,Yes,https://madison.legistar.com/View.ashx?M=A&ID=715293&GUID=D6945FA9-707C-4E0C-B61A-F9120FF41C4D,https://madison.legistar.com/View.ashx?M=M&ID=715293&GUID=D6945FA9-707C-4E0C-B61A-F9120FF41C4D,6/17/2020,16:30,0 days 07:50:00.000000000,Alcohol License Review Committee
957 5195 2082,"Madison AreaMadison Area Transportation Planning Board (MPO) Citizen Advisory Committee:  Meeting of June 17, 2020",,2020-06-17 17:15:00,2020-06-17 19:06:00,1:50:29,21,No,,,6/17/2020,17:15,0 days 01:51:00.000000000,MATPB
928 2089 1821,"Monona Terrace Community & Convention Center Board Finance Subcommittee Meeting: June 18, 2020",,2020-06-18 14:33:00,2020-06-18 15:51:00,1:18:23,20,No,,,6/18/2020,14:33,0 days 01:18:00.000000000,Monona Terrace Community & Convention Center Board
987 7370 1271,"Monona Terrace Community & Convention Center Board Meeting: June 18, 2020",4:00:00 PM,2020-06-18 15:51:00,2020-06-18 17:55:00,2:03:13,36,Yes,https://madison.legistar.com/View.ashx?M=A&ID=742253&GUID=DF30E690-E070-4AC4-8FC7-511D5E41C6CE,https://madison.legistar.com/View.ashx?M=M&ID=742253&GUID=DF30E690-E070-4AC4-8FC7-511D5E41C6CE,6/18/2020,15:51,0 days 02:04:00.000000000,Monona Terrace Community & Convention Center Board
936 3625 7346,"PSRC Budget Policy Workgroup: Meeting of June 22, 2020",,2020-06-22 13:11:00,2020-06-22 15:36:00,2:24:41,21,No,,,6/22/2020,13:11,0 days 02:25:00.000000000,PSRC
950 5776 1294,"Finance Committee Meeting of Monday June 22, 2020",4:30:00 PM,2020-06-22 15:35:00,2020-06-22 19:29:00,3:54:19,69,Yes,https://madison.legistar.com/View.ashx?M=A&ID=726497&GUID=4171FD3F-A45B-45F3-BAAF-4C4B7F040302,https://madison.legistar.com/View.ashx?M=M&ID=726497&GUID=4171FD3F-A45B-45F3-BAAF-4C4B7F040302,6/22/2020,15:35,0 days 03:54:00.000000000,Finance Committee
997 8297 6106,"PSRC Protest Policy Review Workgroup: Meeting of June 23, 2020",,2020-06-23 13:40:00,2020-06-23 15:24:00,1:44:18,18,Yes,,,6/23/2020,13:40,0 days 01:44:00.000000000,PSRC
972 0694 4244,"Sustainable Madison Committee Meeting of June 23, 2020",4:30:00 PM,2020-06-23 16:05:00,2020-06-23 20:35:00,4:30:02,117,No,https://madison.legistar.com/View.ashx?M=A&ID=743656&GUID=3B08C705-AD07-4A47-B9CD-3029937F6166,https://madison.legistar.com/View.ashx?M=M&ID=743656&GUID=3B08C705-AD07-4A47-B9CD-3029937F6166,6/23/2020,16:05,0 days 04:30:00.000000000,Sustainable Madison Committee
994 1657 0788,"Water Utility Board: Meeting of June 23, 2020",4:30:00 PM,2020-06-23 16:11:00,2020-06-23 18:31:00,2:20:12,32,Yes,https://madison.legistar.com/View.ashx?M=A&ID=721269&GUID=E62DDC67-0CC2-403E-8381-DCDC8D00D49F,https://madison.legistar.com/View.ashx?M=M&ID=721269&GUID=E62DDC67-0CC2-403E-8381-DCDC8D00D49F,6/23/2020,16:11,0 days 02:20:00.000000000,Water Utility Board
985 1662 4446,"MATPB (MPO) Technical Coordinating Committee:  Meeting of June 24, 2020",,2020-06-24 13:47:00,2020-06-24 15:37:00,1:49:33,51,Yes,,,6/24/2020,13:47,0 days 01:50:00.000000000,MATPB
914 0770 8168,"Transportation Commission: Meeting of June 24, 2020",5:00:00 PM,2020-06-24 15:51:00,2020-06-24 21:08:00,5:16:20,49,Yes,https://madison.legistar.com/View.ashx?M=A&ID=739139&GUID=30B486CD-DBAB-4B64-85CA-4BD1E5BFC5E1,https://madison.legistar.com/View.ashx?M=M&ID=739139&GUID=30B486CD-DBAB-4B64-85CA-4BD1E5BFC5E1,6/24/2020,15:51,0 days 05:17:00.000000000,Transportation Commission
983 9540 8155,"Community Services Committee of June 24, 2020",5:30:00 PM,2020-06-24 17:03:00,2020-06-24 19:38:00,2:34:43,36,No,https://madison.legistar.com/View.ashx?M=A&ID=735826&GUID=5DFEE150-01BA-4662-A6B9-46B21247FA13,https://madison.legistar.com/View.ashx?M=M&ID=735826&GUID=5DFEE150-01BA-4662-A6B9-46B21247FA13,6/24/2020,17:03,0 days 02:35:00.000000000,Community Services Committee
944 8928 6257,"Housing Strategy Committee: Meeting of June 25, 2020",4:30:00 PM,2020-06-25 16:16:00,2020-06-25 19:35:00,3:19:17,82,Yes,https://madison.legistar.com/View.ashx?M=A&ID=722689&GUID=E252637B-D4EC-442A-A3AC-C2167997DE12,https://madison.legistar.com/View.ashx?M=M&ID=722689&GUID=E252637B-D4EC-442A-A3AC-C2167997DE12,6/25/2020,16:16,0 days 03:19:00.000000000,Housing Strategy Committee
944 9999 2300,"Alder Work Group on MPD Oversight: Meeting of June 25th, 2020",5:30:00 PM,2020-06-25 16:19:00,2020-06-25 18:30:00,2:10:48,80,Yes,https://madison.legistar.com/View.ashx?M=A&ID=795100&GUID=3F90E3C4-D99F-4FC5-80CB-C334B4E33765,https://madison.legistar.com/View.ashx?M=M&ID=795100&GUID=3F90E3C4-D99F-4FC5-80CB-C334B4E33765,6/25/2020,16:19,0 days 02:11:00.000000000,Alder Workgroup to Develop Logistics and Operational Details for MPD Independent Civilian Oversight
969 5070 5827,"Common Council Executive Committee: Meeting of June 25, 2020",6:30:00 PM,2020-06-25 17:24:00,2020-06-25 19:46:00,2:22:06,30,Yes,https://madison.legistar.com/View.ashx?M=A&ID=793893&GUID=54EB8A5C-54F8-4AA9-9077-01743E6CEEE3,https://madison.legistar.com/View.ashx?M=M&ID=793893&GUID=54EB8A5C-54F8-4AA9-9077-01743E6CEEE3,6/25/2020,17:24,0 days 02:22:00.000000000,Common Council Executive Committee
912 8082 9232,"Monona Terrace Community & Convention Center Board Executive Subcommittee Meeting: June 26, 2020",,2020-06-26 08:17:00,2020-06-26 10:55:00,2:37:28,15,No,,,6/26/2020,8:17,0 days 02:38:00.000000000,Monona Terrace Community & Convention Center Board
961 4137 7056,"Alder Work Group on MPD Oversight: Meeting of June 29, 2020",5:00:00 PM,2020-06-29 15:54:00,2020-06-29 18:30:00,2:36:21,22,Yes,https://madison.legistar.com/View.ashx?M=A&ID=795777&GUID=FAB35FB7-D781-44EC-83FC-8A3DA57F9744,https://madison.legistar.com/View.ashx?M=M&ID=795777&GUID=FAB35FB7-D781-44EC-83FC-8A3DA57F9744,6/29/2020,15:54,0 days 02:36:00.000000000,Alder Workgroup to Develop Logistics and Operational Details for MPD Independent Civilian Oversight
912 9845 3483,"Plan Commission Meeting of June 29, 2020",5:30:00 PM,2020-06-29 16:17:00,2020-06-30 00:29:00,8:12:36,144,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724489&GUID=CD4468CD-1FCA-4E72-AC4D-5B7A6D249E1A,https://madison.legistar.com/View.ashx?M=M&ID=724489&GUID=CD4468CD-1FCA-4E72-AC4D-5B7A6D249E1A,6/29/2020,16:17,0 days 08:12:00.000000000,Plan Commission
926 6967 3502,Equal Opportunities Commission Executive Committee Meeting,,2020-06-29 17:00:00,2020-06-29 17:30:00,0:30:36,22,Yes,,,6/29/2020,17:00,0 days 00:30:00.000000000,Equal Opportunities Commission
976 1139 2794,Task Force on Golf in Madison Parks,6:00:00 PM,2020-06-29 17:46:00,2020-06-29 20:05:00,2:19:14,57,Yes,https://madison.legistar.com/View.ashx?M=A&ID=786541&GUID=190EC167-BC4A-4E4E-96FF-D6AC85D5135E,https://madison.legistar.com/View.ashx?M=M&ID=786541&GUID=190EC167-BC4A-4E4E-96FF-D6AC85D5135E,6/29/2020,17:46,0 days 02:19:00.000000000,Task Force on Golf in Madison Parks
970 1686 4658,"Monona Terrace Community & Convention Center Board Executive Subcommittee Meeting: June 30, 2020",,2020-06-30 07:28:00,2020-06-30 08:58:00,1:29:45,11,No,,,6/30/2020,7:28,0 days 01:30:00.000000000,Monona Terrace Community & Convention Center Board
967 6975 4334,"Madison Food Policy Council - Food Relief Work Group: Meeting of June 30, 2020",,2020-06-30 10:27:00,2020-06-30 12:00:00,1:32:30,22,No,,,6/30/2020,10:27,0 days 01:33:00.000000000,Madison Food Policy Council
973 2401 8937,"Downtown Coordinating Committee: Meeting of June 30, 2020",4:00:00 PM,2020-06-30 15:09:00,2020-06-30 18:32:00,3:22:49,18,Yes,https://madison.legistar.com/View.ashx?M=A&ID=722828&GUID=568C39FA-6B1F-4577-AFCF-0C4A986E8DF3,https://madison.legistar.com/View.ashx?M=M&ID=722828&GUID=568C39FA-6B1F-4577-AFCF-0C4A986E8DF3,6/30/2020,15:09,0 days 03:23:00.000000000,Downtown Coordinating Committee
912 0543 6816,"Landlord and Tenant Issues Committee: Meeting of June 30, 2020",4:30:00 PM,2020-06-30 16:17:00,2020-06-30 18:02:00,1:44:50,20,No,https://madison.legistar.com/View.ashx?M=A&ID=773238&GUID=DEC9EADD-AF31-46B0-A706-569CF1D067C7,https://madison.legistar.com/View.ashx?M=M&ID=773238&GUID=DEC9EADD-AF31-46B0-A706-569CF1D067C7,6/30/2020,16:17,0 days 01:45:00.000000000,Landlord and Tenant Issues Committee
995 8304 5897,"Madison Food Policy Council - Food Sovereignty and Urban Agriculture Work Group: Meeting of July 1, 2020",,2020-07-01 12:59:00,2020-07-01 14:32:00,1:32:59,27,No,,,7/1/2020,12:59,0 days 01:33:00.000000000,Madison Food Policy Council
991 5555 9377,"Urban Design Commission: Meeting of July 1, 2020",4:30:00 PM,2020-07-01 15:29:00,2020-07-02 01:36:00,10:06:54,233,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724460&GUID=B6693EE9-4D44-4DC0-9A98-AE613DA9B51D,https://madison.legistar.com/View.ashx?M=M&ID=724460&GUID=B6693EE9-4D44-4DC0-9A98-AE613DA9B51D,7/1/2020,15:29,0 days 10:07:00.000000000,Urban Design Commission
966 2828 3100,"Madison Area Transportation Planning Board:  Meeting of July 1, 2020",,2020-07-01 18:09:00,2020-07-01 21:07:00,2:57:47,41,Yes,,,7/1/2020,18:09,0 days 02:58:00.000000000,MATPB
931 4857 1615,"PSRC Subcommittee Budget Workgroup: Meeting of July 2, 2020",,2020-07-02 09:44:00,2020-07-02 11:31:00,1:47:15,15,Yes,,,7/2/2020,9:44,0 days 01:47:00.000000000,PSRC
991 2633 6632,"Body-Worn Camera Feasibility Review Committee: Meeting of July 2, 2020",5:30:00 PM,2020-07-02 16:12:00,2020-07-02 19:12:00,2:59:20,19,Yes,https://madison.legistar.com/View.ashx?M=A&ID=795997&GUID=4F09F194-D7F2-48BF-9B9A-99732080095B,https://madison.legistar.com/View.ashx?M=M&ID=795997&GUID=4F09F194-D7F2-48BF-9B9A-99732080095B,7/2/2020,16:12,0 days 03:00:00.000000000,Body-Worn Camera Feasibility Review Committee
916 1123 7662,"Madison Public Library Board: Meeting of July 2, 2020",5:00:00 PM,2020-07-02 16:55:00,2020-07-02 21:02:00,4:07:08,208,No,https://madison.legistar.com/View.ashx?M=A&ID=721766&GUID=830BF876-C505-45FB-90E0-AFC4E09CAD7C,https://madison.legistar.com/View.ashx?M=M&ID=721766&GUID=830BF876-C505-45FB-90E0-AFC4E09CAD7C,7/2/2020,16:55,0 days 04:07:00.000000000,Madison Public Library Board
948 7560 8662,"Affirmative Action Commission: Meeting of July 2, 2020",5:30:00 PM,2020-07-02 17:14:00,2020-07-02 19:25:00,2:10:58,25,No,https://madison.legistar.com/View.ashx?M=A&ID=736872&GUID=9B2EC2F1-10E2-4890-8DEC-B8BCC1944374,https://madison.legistar.com/View.ashx?M=M&ID=736872&GUID=9B2EC2F1-10E2-4890-8DEC-B8BCC1944374,7/2/2020,17:14,0 days 02:11:00.000000000,Affirmative Action Commission
917 2695 4899,"Alder Workgroup to Develop Logistics & Operational Details for MPD Independent Civilian Oversight: Meeting of July 3rd, 2020",12:00:00 PM,2020-07-03 11:39:00,2020-07-03 13:39:00,1:59:48,44,Yes,https://madison.legistar.com/View.ashx?M=A&ID=795996&GUID=A39748A1-3975-462A-A601-29B3FF3D36B2,https://madison.legistar.com/View.ashx?M=M&ID=795996&GUID=A39748A1-3975-462A-A601-29B3FF3D36B2,7/3/2020,11:39,0 days 02:00:00.000000000,Alder Workgroup to Develop Logistics and Operational Details for MPD Independent Civilian Oversight
925 5988 7137,"Board of Building Code, Fire Code, Conveyance Code and Licensing Appeals: Meeting of July 6, 2020",12:30:00 PM,2020-07-06 12:22:00,2020-07-06 13:31:00,1:08:27,32,Yes,https://madison.legistar.com/View.ashx?M=A&ID=796408&GUID=733AF8FF-B928-48D3-A0AD-D1B174493D27,https://madison.legistar.com/View.ashx?M=M&ID=796408&GUID=733AF8FF-B928-48D3-A0AD-D1B174493D27,7/6/2020,12:22,0 days 01:09:00.000000000,"Board of Building Code, Fire Code, Conveyance Code and Licensing Appeals"
939 9858 4925,"Transportation Policy & Planning Board Meeting of July 6, 2020",5:00:00 PM,2020-07-06 15:59:00,2020-07-06 19:40:00,3:41:25,34,Yes,https://madison.legistar.com/View.ashx?M=A&ID=749830&GUID=803A4145-E9F7-41C2-AA03-269ACF4CF253,https://madison.legistar.com/View.ashx?M=M&ID=749830&GUID=803A4145-E9F7-41C2-AA03-269ACF4CF253,7/6/2020,15:59,0 days 03:41:00.000000000,Transportation Policy and Planning Board
910 5742 1546,"PSRC Workgroup on Madison Police Department Policies: Meeting of July 7, 2020",,2020-07-07 10:41:00,2020-07-07 12:39:00,1:57:53,17,Yes,,,7/7/2020,10:41,0 days 01:58:00.000000000,PSRC
933 5373 5017,"Room Tax Commission Meeting of July 7, 2020",4:00:00 PM,2020-07-07 14:29:00,2020-07-07 17:06:00,2:36:33,35,Yes,https://madison.legistar.com/View.ashx?M=A&ID=793802&GUID=09646545-B09B-482D-A5D1-F11601D0656C,,7/7/2020,14:29,0 days 02:37:00.000000000,Room Tax Commission
989 5726 9347,"Madison Food Policy Council - Food Recovery and Resilience Work Group: Meeting of July 7, 2020",,2020-07-07 15:56:00,2020-07-07 17:30:00,1:34:27,18,No,,,7/7/2020,15:56,0 days 01:34:00.000000000,Madison Food Policy Council
977 5910 9709,"Madison Arts Commission: Meeting of July 7, 2020",6:00:00 PM,2020-07-07 17:40:00,2020-07-07 19:54:00,2:13:49,47,No,https://madison.legistar.com/View.ashx?M=A&ID=747086&GUID=7946FBDC-8663-481D-9052-2ACA32BD804D,https://madison.legistar.com/View.ashx?M=M&ID=747086&GUID=7946FBDC-8663-481D-9052-2ACA32BD804D,7/7/2020,17:40,0 days 02:14:00.000000000,Madison Arts Commission
926 6538 2299,"Board of Public Works: Meeting of July 8, 2020",4:30:00 PM,2020-07-08 15:30:00,2020-07-08 17:54:00,2:24:41,41,Yes,https://madison.legistar.com/View.ashx?M=A&ID=718262&GUID=93425397-86DB-488D-BA56-85A23D2833D2,https://madison.legistar.com/View.ashx?M=M&ID=718262&GUID=93425397-86DB-488D-BA56-85A23D2833D2,7/8/2020,15:30,0 days 02:24:00.000000000,Board of Public Works
985 9127 9660,"Public Safety Review Committee: Meeting of July 8, 2020",5:00:00 PM,2020-07-08 16:17:00,2020-07-08 19:46:00,3:28:31,23,Yes,https://madison.legistar.com/View.ashx?M=A&ID=726591&GUID=BBE03B4E-C319-4F4D-8030-6756798E23BE,https://madison.legistar.com/View.ashx?M=M&ID=726591&GUID=BBE03B4E-C319-4F4D-8030-6756798E23BE,7/8/2020,16:17,0 days 03:29:00.000000000,Public Safety Review Committee
911 1158 2783,"Alder Workgroup to Develop Logistics & Operational Details for MPD Independent Civilian Oversight: Meeting of July 8th, 2020",5:30:00 PM,2020-07-08 17:01:00,2020-07-08 20:11:00,3:09:34,42,Yes,https://madison.legistar.com/View.ashx?M=A&ID=796553&GUID=5E55D7CB-B852-4989-A026-0CC10D489366,https://madison.legistar.com/View.ashx?M=M&ID=796553&GUID=5E55D7CB-B852-4989-A026-0CC10D489366,7/8/2020,17:01,0 days 03:10:00.000000000,Alder Workgroup to Develop Logistics and Operational Details for MPD Independent Civilian Oversight
973 3618 9807,"Madison Food Policy Council: Meeting of July 8, 2020",5:30:00 PM,2020-07-08 17:27:00,2020-07-08 19:49:00,2:22:36,82,No,https://madison.legistar.com/View.ashx?M=A&ID=791220&GUID=3BE523CF-C190-4EE3-8ACD-1A79FF812CBC,https://madison.legistar.com/View.ashx?M=M&ID=791220&GUID=3BE523CF-C190-4EE3-8ACD-1A79FF812CBC,7/8/2020,17:27,0 days 02:22:00.000000000,Madison Food Policy Council
941 0083 3268,"Board of Park Commissioners:  Meeting of July 8, 2020",6:30:00 PM,2020-07-08 17:52:00,2020-07-08 21:14:00,3:22:40,40,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724813&GUID=13084486-FB99-4C86-885F-0D6FB1327CCE,https://madison.legistar.com/View.ashx?M=M&ID=724813&GUID=13084486-FB99-4C86-885F-0D6FB1327CCE,7/8/2020,17:52,0 days 03:22:00.000000000,Board of Park Commissioners
